date,product_id,product_name,category,category_encoded,price,stock_purchased,quantity_sold,stock_wasted,stock_remaining,promotion_active,day_of_week,month,quarter,is_weekend,is_holiday,holiday_impact,temperature,humidity,precipitation,weather_condition,store_id
2024-04-05,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,138,93,3,42,False,4,4,2,False,False,0,29.1,45,0.1,Cloudy,STORE_001
2024-04-05,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,166,89,7,70,False,4,4,2,False,False,0,29.1,45,0.1,Cloudy,STORE_001
2024-04-05,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,85,56,0,29,False,4,4,2,False,False,0,29.1,45,0.1,Cloudy,STORE_001
2024-04-05,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,105,51,1,53,False,4,4,2,False,False,0,29.1,45,0.1,Cloudy,STORE_001
2024-04-05,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,39,29,0,10,False,4,4,2,False,False,0,29.1,45,0.1,Cloudy,STORE_001
2024-04-06,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,281,205,4,72,True,5,4,2,True,False,0,41.1,52,0.1,Cloudy,STORE_001
2024-04-06,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,213,147,4,62,True,5,4,2,True,False,0,41.1,52,0.1,Cloudy,STORE_001
2024-04-06,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,164,108,3,53,True,5,4,2,True,False,0,41.1,52,0.1,Cloudy,STORE_001
2024-04-06,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,94,65,1,28,False,5,4,2,True,False,0,41.1,52,0.1,Cloudy,STORE_001
2024-04-06,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,73,45,0,28,False,5,4,2,True,False,0,41.1,52,0.1,Cloudy,STORE_001
2024-04-07,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,212,174,2,36,False,6,4,2,True,False,0,42.4,35,0.1,Cloudy,STORE_001
2024-04-07,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,132,85,3,44,False,6,4,2,True,False,0,42.4,35,0.1,Cloudy,STORE_001
2024-04-07,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,130,88,3,39,False,6,4,2,True,False,0,42.4,35,0.1,Cloudy,STORE_001
2024-04-07,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,69,54,1,14,False,6,4,2,True,False,0,42.4,35,0.1,Cloudy,STORE_001
2024-04-07,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,77,50,0,27,False,6,4,2,True,False,0,42.4,35,0.1,Cloudy,STORE_001
2024-04-08,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,112,81,1,30,False,0,4,2,False,False,0,30.8,31,0.4,Clear,STORE_001
2024-04-08,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,144,99,4,41,True,0,4,2,False,False,0,30.8,31,0.4,Clear,STORE_001
2024-04-08,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,96,65,1,30,False,0,4,2,False,False,0,30.8,31,0.4,Clear,STORE_001
2024-04-08,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,103,64,2,37,True,0,4,2,False,False,0,30.8,31,0.4,Clear,STORE_001
2024-04-08,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,48,39,0,9,False,0,4,2,False,False,0,30.8,31,0.4,Clear,STORE_001
2024-04-09,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,169,116,3,50,False,1,4,2,False,False,0,38.0,63,0.1,Cloudy,STORE_001
2024-04-09,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,139,101,3,35,True,1,4,2,False,False,0,38.0,63,0.1,Cloudy,STORE_001
2024-04-09,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,92,60,1,31,False,1,4,2,False,False,0,38.0,63,0.1,Cloudy,STORE_001
2024-04-09,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,83,41,2,40,False,1,4,2,False,False,0,38.0,63,0.1,Cloudy,STORE_001
2024-04-09,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,50,38,0,12,False,1,4,2,False,False,0,38.0,63,0.1,Cloudy,STORE_001
2024-04-10,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,146,114,3,29,False,2,4,2,False,False,0,25.7,54,0.5,Clear,STORE_001
2024-04-10,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,143,93,2,48,False,2,4,2,False,False,0,25.7,54,0.5,Clear,STORE_001
2024-04-10,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,83,66,0,17,False,2,4,2,False,False,0,25.7,54,0.5,Clear,STORE_001
2024-04-10,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,73,48,0,25,False,2,4,2,False,False,0,25.7,54,0.5,Clear,STORE_001
2024-04-10,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,48,30,0,18,True,2,4,2,False,False,0,25.7,54,0.5,Clear,STORE_001
2024-04-11,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,190,148,3,39,False,3,4,2,False,True,2,26.1,54,0.4,Clear,STORE_001
2024-04-11,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,164,118,4,42,False,3,4,2,False,True,2,26.1,54,0.4,Clear,STORE_001
2024-04-11,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,147,94,3,50,False,3,4,2,False,True,2,26.1,54,0.4,Clear,STORE_001
2024-04-11,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,84,59,1,24,False,3,4,2,False,True,2,26.1,54,0.4,Clear,STORE_001
2024-04-11,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,74,53,0,21,False,3,4,2,False,True,2,26.1,54,0.4,Clear,STORE_001
2024-04-12,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,177,122,5,50,False,4,4,2,False,False,0,34.5,66,0.3,Clear,STORE_001
2024-04-12,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,92,68,1,23,False,4,4,2,False,False,0,34.5,66,0.3,Clear,STORE_001
2024-04-12,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,55,41,0,14,False,4,4,2,False,False,0,34.5,66,0.3,Clear,STORE_001
2024-04-12,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,69,51,0,18,False,4,4,2,False,False,0,34.5,66,0.3,Clear,STORE_001
2024-04-12,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,60,28,0,32,False,4,4,2,False,False,0,34.5,66,0.3,Clear,STORE_001
2024-04-13,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,256,200,5,51,True,5,4,2,True,False,0,36.7,67,0.5,Clear,STORE_001
2024-04-13,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,144,112,2,30,True,5,4,2,True,False,0,36.7,67,0.5,Clear,STORE_001
2024-04-13,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,141,102,1,38,False,5,4,2,True,False,0,36.7,67,0.5,Clear,STORE_001
2024-04-13,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,89,56,1,32,False,5,4,2,True,False,0,36.7,67,0.5,Clear,STORE_001
2024-04-13,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,89,36,3,50,False,5,4,2,True,False,0,36.7,67,0.5,Clear,STORE_001
2024-04-14,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,224,140,5,79,False,6,4,2,True,False,0,20.5,54,0.1,Clear,STORE_001
2024-04-14,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,114,77,2,35,False,6,4,2,True,False,0,20.5,54,0.1,Clear,STORE_001
2024-04-14,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,120,96,0,24,False,6,4,2,True,False,0,20.5,54,0.1,Clear,STORE_001
2024-04-14,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,67,50,1,16,False,6,4,2,True,False,0,20.5,54,0.1,Clear,STORE_001
2024-04-14,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,50,37,0,13,False,6,4,2,True,False,0,20.5,54,0.1,Clear,STORE_001
2024-04-15,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,200,131,7,62,False,0,4,2,False,False,0,40.9,54,1.0,Clear,STORE_001
2024-04-15,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,145,102,4,39,False,0,4,2,False,False,0,40.9,54,1.0,Clear,STORE_001
2024-04-15,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,90,61,1,28,False,0,4,2,False,False,0,40.9,54,1.0,Clear,STORE_001
2024-04-15,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,66,46,0,20,False,0,4,2,False,False,0,40.9,54,1.0,Clear,STORE_001
2024-04-15,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,41,27,0,14,False,0,4,2,False,False,0,40.9,54,1.0,Clear,STORE_001
2024-04-16,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,198,144,5,49,False,1,4,2,False,False,0,43.3,82,0.2,Clear,STORE_001
2024-04-16,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,87,70,0,17,False,1,4,2,False,False,0,43.3,82,0.2,Clear,STORE_001
2024-04-16,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,94,60,0,34,False,1,4,2,False,False,0,43.3,82,0.2,Clear,STORE_001
2024-04-16,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,83,38,2,43,True,1,4,2,False,False,0,43.3,82,0.2,Clear,STORE_001
2024-04-16,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,100,37,3,60,False,1,4,2,False,False,0,43.3,82,0.2,Clear,STORE_001
2024-04-17,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,171,104,4,63,False,2,4,2,False,False,0,28.7,48,0.0,Clear,STORE_001
2024-04-17,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,127,87,2,38,False,2,4,2,False,False,0,28.7,48,0.0,Clear,STORE_001
2024-04-17,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,112,86,1,25,True,2,4,2,False,False,0,28.7,48,0.0,Clear,STORE_001
2024-04-17,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,76,50,0,26,False,2,4,2,False,False,0,28.7,48,0.0,Clear,STORE_001
2024-04-17,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,39,24,0,15,False,2,4,2,False,False,0,28.7,48,0.0,Clear,STORE_001
2024-04-18,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,132,112,1,19,False,3,4,2,False,False,0,39.4,70,0.0,Clear,STORE_001
2024-04-18,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,88,68,1,19,False,3,4,2,False,False,0,39.4,70,0.0,Clear,STORE_001
2024-04-18,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,78,66,0,12,False,3,4,2,False,False,0,39.4,70,0.0,Clear,STORE_001
2024-04-18,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,63,42,1,20,False,3,4,2,False,False,0,39.4,70,0.0,Clear,STORE_001
2024-04-18,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,40,26,0,14,False,3,4,2,False,False,0,39.4,70,0.0,Clear,STORE_001
2024-04-19,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,172,115,5,52,False,4,4,2,False,False,0,26.8,46,0.2,Clear,STORE_001
2024-04-19,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,155,96,3,56,False,4,4,2,False,False,0,26.8,46,0.2,Clear,STORE_001
2024-04-19,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,78,50,0,28,False,4,4,2,False,False,0,26.8,46,0.2,Clear,STORE_001
2024-04-19,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,89,71,0,18,True,4,4,2,False,False,0,26.8,46,0.2,Clear,STORE_001
2024-04-19,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,62,41,1,20,False,4,4,2,False,False,0,26.8,46,0.2,Clear,STORE_001
2024-04-20,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,268,201,4,63,False,5,4,2,True,False,0,42.9,68,0.1,Clear,STORE_001
2024-04-20,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,164,107,4,53,True,5,4,2,True,False,0,42.9,68,0.1,Clear,STORE_001
2024-04-20,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,85,52,1,32,False,5,4,2,True,False,0,42.9,68,0.1,Clear,STORE_001
2024-04-20,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,98,49,1,48,False,5,4,2,True,False,0,42.9,68,0.1,Clear,STORE_001
2024-04-20,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,43,33,0,10,False,5,4,2,True,False,0,42.9,68,0.1,Clear,STORE_001
2024-04-21,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,287,199,7,81,False,6,4,2,True,False,0,26.6,49,0.2,Clear,STORE_001
2024-04-21,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,100,72,2,26,False,6,4,2,True,False,0,26.6,49,0.2,Clear,STORE_001
2024-04-21,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,129,104,1,24,False,6,4,2,True,False,0,26.6,49,0.2,Clear,STORE_001
2024-04-21,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,155,73,3,79,False,6,4,2,True,False,0,26.6,49,0.2,Clear,STORE_001
2024-04-21,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,48,37,0,11,False,6,4,2,True,False,0,26.6,49,0.2,Clear,STORE_001
2024-04-22,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,231,165,7,59,False,0,4,2,False,False,0,37.5,82,0.4,Clear,STORE_001
2024-04-22,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,108,77,2,29,False,0,4,2,False,False,0,37.5,82,0.4,Clear,STORE_001
2024-04-22,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,91,70,0,21,False,0,4,2,False,False,0,37.5,82,0.4,Clear,STORE_001
2024-04-22,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,62,47,0,15,False,0,4,2,False,False,0,37.5,82,0.4,Clear,STORE_001
2024-04-22,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,32,27,0,5,False,0,4,2,False,False,0,37.5,82,0.4,Clear,STORE_001
2024-04-23,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,148,108,4,36,False,1,4,2,False,False,0,42.6,55,0.0,Cloudy,STORE_001
2024-04-23,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,114,83,2,29,False,1,4,2,False,False,0,42.6,55,0.0,Cloudy,STORE_001
2024-04-23,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,111,72,2,37,False,1,4,2,False,False,0,42.6,55,0.0,Cloudy,STORE_001
2024-04-23,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,78,33,1,44,False,1,4,2,False,False,0,42.6,55,0.0,Cloudy,STORE_001
2024-04-23,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,66,32,1,33,False,1,4,2,False,False,0,42.6,55,0.0,Cloudy,STORE_001
2024-04-24,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,241,170,3,68,True,2,4,2,False,False,0,40.4,54,0.0,Clear,STORE_001
2024-04-24,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,109,87,1,21,True,2,4,2,False,False,0,40.4,54,0.0,Clear,STORE_001
2024-04-24,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,75,55,0,20,False,2,4,2,False,False,0,40.4,54,0.0,Clear,STORE_001
2024-04-24,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,68,55,0,13,False,2,4,2,False,False,0,40.4,54,0.0,Clear,STORE_001
2024-04-24,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,56,31,1,24,False,2,4,2,False,False,0,40.4,54,0.0,Clear,STORE_001
2024-04-25,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,156,68,6,82,False,3,4,2,False,False,0,29.9,55,0.1,Clear,STORE_001
2024-04-25,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,96,76,1,19,False,3,4,2,False,False,0,29.9,55,0.1,Clear,STORE_001
2024-04-25,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,78,60,1,17,False,3,4,2,False,False,0,29.9,55,0.1,Clear,STORE_001
2024-04-25,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,74,48,1,25,False,3,4,2,False,False,0,29.9,55,0.1,Clear,STORE_001
2024-04-25,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,39,29,0,10,False,3,4,2,False,False,0,29.9,55,0.1,Clear,STORE_001
2024-04-26,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,175,137,3,35,False,4,4,2,False,False,0,43.6,33,0.4,Cloudy,STORE_001
2024-04-26,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,95,72,1,22,False,4,4,2,False,False,0,43.6,33,0.4,Cloudy,STORE_001
2024-04-26,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,108,75,1,32,False,4,4,2,False,False,0,43.6,33,0.4,Cloudy,STORE_001
2024-04-26,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,49,38,0,11,False,4,4,2,False,False,0,43.6,33,0.4,Cloudy,STORE_001
2024-04-26,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,54,39,0,15,False,4,4,2,False,False,0,43.6,33,0.4,Cloudy,STORE_001
2024-04-27,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,269,205,4,60,True,5,4,2,True,False,0,31.9,69,0.2,Clear,STORE_001
2024-04-27,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,218,99,9,110,True,5,4,2,True,False,0,31.9,69,0.2,Clear,STORE_001
2024-04-27,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,151,102,2,47,True,5,4,2,True,False,0,31.9,69,0.2,Clear,STORE_001
2024-04-27,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,94,65,1,28,False,5,4,2,True,False,0,31.9,69,0.2,Clear,STORE_001
2024-04-27,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,74,45,1,28,False,5,4,2,True,False,0,31.9,69,0.2,Clear,STORE_001
2024-04-28,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,325,185,9,131,False,6,4,2,True,False,0,31.9,48,0.1,Clear,STORE_001
2024-04-28,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,203,85,13,105,False,6,4,2,True,False,0,31.9,48,0.1,Clear,STORE_001
2024-04-28,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,206,151,4,51,True,6,4,2,True,False,0,31.9,48,0.1,Clear,STORE_001
2024-04-28,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,61,42,0,19,False,6,4,2,True,False,0,31.9,48,0.1,Clear,STORE_001
2024-04-28,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,46,36,0,10,False,6,4,2,True,False,0,31.9,48,0.1,Clear,STORE_001
2024-04-29,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,127,99,1,27,False,0,4,2,False,False,0,31.4,71,0.3,Clear,STORE_001
2024-04-29,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,135,81,5,49,False,0,4,2,False,False,0,31.4,71,0.3,Clear,STORE_001
2024-04-29,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,98,72,1,25,False,0,4,2,False,False,0,31.4,71,0.3,Clear,STORE_001
2024-04-29,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,54,37,1,16,False,0,4,2,False,False,0,31.4,71,0.3,Clear,STORE_001
2024-04-29,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,49,38,0,11,False,0,4,2,False,False,0,31.4,71,0.3,Clear,STORE_001
2024-04-30,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,182,117,7,58,True,1,4,2,False,False,0,27.5,42,0.0,Clear,STORE_001
2024-04-30,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,83,69,1,13,False,1,4,2,False,False,0,27.5,42,0.0,Clear,STORE_001
2024-04-30,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,84,68,1,15,False,1,4,2,False,False,0,27.5,42,0.0,Clear,STORE_001
2024-04-30,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,119,78,2,39,True,1,4,2,False,False,0,27.5,42,0.0,Clear,STORE_001
2024-04-30,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,47,32,0,15,False,1,4,2,False,False,0,27.5,42,0.0,Clear,STORE_001
2024-05-01,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,289,207,5,77,True,2,5,2,False,False,0,36.7,42,0.4,Clear,STORE_001
2024-05-01,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,96,66,3,27,False,2,5,2,False,False,0,36.7,42,0.4,Clear,STORE_001
2024-05-01,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,102,73,1,28,False,2,5,2,False,False,0,36.7,42,0.4,Clear,STORE_001
2024-05-01,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,80,53,1,26,False,2,5,2,False,False,0,36.7,42,0.4,Clear,STORE_001
2024-05-01,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,61,40,0,21,True,2,5,2,False,False,0,36.7,42,0.4,Clear,STORE_001
2024-05-02,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,253,181,5,67,True,3,5,2,False,False,0,40.0,49,0.1,Clear,STORE_001
2024-05-02,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,115,77,2,36,False,3,5,2,False,False,0,40.0,49,0.1,Clear,STORE_001
2024-05-02,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,133,101,1,31,True,3,5,2,False,False,0,40.0,49,0.1,Clear,STORE_001
2024-05-02,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,87,59,0,28,False,3,5,2,False,False,0,40.0,49,0.1,Clear,STORE_001
2024-05-02,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,33,22,0,11,False,3,5,2,False,False,0,40.0,49,0.1,Clear,STORE_001
2024-05-03,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,169,143,1,25,False,4,5,2,False,False,0,35.7,53,0.0,Clear,STORE_001
2024-05-03,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,162,98,4,60,True,4,5,2,False,False,0,35.7,53,0.0,Clear,STORE_001
2024-05-03,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,93,60,0,33,False,4,5,2,False,False,0,35.7,53,0.0,Clear,STORE_001
2024-05-03,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,77,58,0,19,False,4,5,2,False,False,0,35.7,53,0.0,Clear,STORE_001
2024-05-03,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,80,31,3,46,False,4,5,2,False,False,0,35.7,53,0.0,Clear,STORE_001
2024-05-04,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,385,181,15,189,False,5,5,2,True,False,0,36.6,59,0.3,Clear,STORE_001
2024-05-04,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,121,93,1,27,False,5,5,2,True,False,0,36.6,59,0.3,Clear,STORE_001
2024-05-04,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,89,68,1,20,False,5,5,2,True,False,0,36.6,59,0.3,Clear,STORE_001
2024-05-04,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,91,72,0,19,False,5,5,2,True,False,0,36.6,59,0.3,Clear,STORE_001
2024-05-04,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,47,34,0,13,False,5,5,2,True,False,0,36.6,59,0.3,Clear,STORE_001
2024-05-05,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,274,190,7,77,False,6,5,2,True,False,0,29.1,62,0.0,Cloudy,STORE_001
2024-05-05,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,128,94,2,32,False,6,5,2,True,False,0,29.1,62,0.0,Cloudy,STORE_001
2024-05-05,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,98,75,1,22,False,6,5,2,True,False,0,29.1,62,0.0,Cloudy,STORE_001
2024-05-05,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,113,52,1,60,False,6,5,2,True,False,0,29.1,62,0.0,Cloudy,STORE_001
2024-05-05,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,71,45,0,26,False,6,5,2,True,False,0,29.1,62,0.0,Cloudy,STORE_001
2024-05-06,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,187,131,6,50,False,0,5,2,False,False,0,33.0,42,0.6,Clear,STORE_001
2024-05-06,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,114,78,2,34,False,0,5,2,False,False,0,33.0,42,0.6,Clear,STORE_001
2024-05-06,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,69,56,0,13,False,0,5,2,False,False,0,33.0,42,0.6,Clear,STORE_001
2024-05-06,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,94,69,1,24,True,0,5,2,False,False,0,33.0,42,0.6,Clear,STORE_001
2024-05-06,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,43,28,1,14,False,0,5,2,False,False,0,33.0,42,0.6,Clear,STORE_001
2024-05-07,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,337,149,10,178,False,1,5,2,False,False,0,42.0,55,0.2,Clear,STORE_001
2024-05-07,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,223,88,15,120,True,1,5,2,False,False,0,42.0,55,0.2,Clear,STORE_001
2024-05-07,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,100,67,1,32,False,1,5,2,False,False,0,42.0,55,0.2,Clear,STORE_001
2024-05-07,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,77,63,0,14,False,1,5,2,False,False,0,42.0,55,0.2,Clear,STORE_001
2024-05-07,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,68,49,1,18,False,1,5,2,False,False,0,42.0,55,0.2,Clear,STORE_001
2024-05-08,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,239,151,7,81,False,2,5,2,False,False,0,39.8,63,0.0,Clear,STORE_001
2024-05-08,BREAD_LOAF_001,Bread Loaf,Bakery,0,35.0,97,72,2,23,False,2,5,2,False,False,0,39.8,63,0.0,Clear,STORE_001
2024-05-08,EGGS_DOZEN_001,Eggs (12 pieces),Dairy,1,72.0,108,85,1,22,False,2,5,2,False,False,0,39.8,63,0.0,Clear,STORE_001
2024-05-08,RICE_1KG_001,Rice 1KG Pack,Grocery,2,65.0,69,45,0,24,False,2,5,2,False,False,0,39.8,63,0.0,Clear,STORE_001
2024-05-08,OIL_1L_001,Cooking Oil 1L,Grocery,2,145.0,45,31,0,14,False,2,5,2,False,False,0,39.8,63,0.0,Clear,STORE_001
2024-05-09,MILK_1L_001,Milk 1L Pack,Dairy,1,28.0,242,186,6,50,False,3,5,2,False,False,0,44.7,64,0.0,Clear,STORE_001
